visual parameter,value,xticks,yticks,preserved 0,preserved 1,preserved 2,preserved 3,gw_param_keys 0,gw_param_values 0,label,x,y,bgra,gw_param_keys 1,gw_param_values 1,label,x,y,yerr,bgra,gw_param_keys 2,gw_param_values 2,label,x,xerr,y,bgra,gw_param_keys 3,gw_param_values 3,label,x,y,bgra,gw_param_keys 4,gw_param_values 4,label,y,x,bgra,gw_param_keys 5,gw_param_values 5,label,x,y,yerr,bgra,gw_param_keys 6,gw_param_values 6,label,theta,r,bgra,gw_param_keys 7,gw_param_values 7,label,x,y,bgra,gw_param_keys 8,gw_param_values 8,label,x_lower,x,x_upper,y,bgra,gw_param_keys 9,gw_param_values 9,label,y_lower,y,y_upper,x,bgra,gw_param_keys 10,gw_param_values 10,label,x,y_lower,y,y_upper,bgra,gw_param_keys 11,gw_param_values 11,label,x,y,z,gw_param_keys 12,gw_param_values 12,label,x,y,z,class_names
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.006127853052494,13.385861647840983,,,,,8.929382509869145,,9.070617490130855,18.979683225520713,,,,,9.961541811087077,,10.038458188912923,21.568508124160086,,,,,,,,,,,,,3.979591836734695,-5.0,1.5217186374023102,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.50742606308497,14.48480958963088,,,,,8.92379629433384,,9.07620370566616,19.34553352714388,,,,,9.958442639520715,,10.041557360479285,21.96455889971,,,,,,,,,,,,,4.183673469387756,-5.0,2.02299574756965,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.367278501206636,15.435528836246785,,,,,8.917967464325134,,9.082032535674866,19.71138382876704,,,,,9.955192553755168,,10.044807446244832,22.360609675259912,,,,,,,,,,,,,4.387755102040817,-5.0,0.7927721550309497,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2403304679939904,11.97824638110129,,,,,8.911903102350557,,9.088096897649443,20.077234130390206,,,,,9.951792699774748,,10.048207300225252,22.756660450809825,,,,,,,,,,,,,4.591836734693878,-5.0,1.6071248133020402,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.771474021648037,11.144103938589229,,,,,8.905611585602276,,9.094388414397724,20.44308443201337,,,,,9.948244835187296,,10.051755164812704,23.152711226359738,,,,,,,,,,,,,4.795918367346939,-5.0,0.553106211864266,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.230671462813851,13.104550234156335,,,,,8.899102481436627,,9.100897518563373,20.808934733636534,,,,,9.944551301466602,,10.055448698533398,23.54876200190965,,,,,,,,,,,,,5.0,-5.0,0.2128266328545586,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.122141318032798,11.360254373679888,,,,,8.892386422491143,,9.107613577508857,21.1747850352597,,,,,9.940714986819915,,10.059285013180085,23.944812777459564,,,,,,,,,,,,,-5.0,-4.795918367346939,2.2555104816471743,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4559646841512555,13.000502263279508,,,,,8.885474964364752,,9.114525035635248,21.540635336882865,,,,,9.936739280227709,,10.063260719772291,24.340863553009477,,,,,,,,,,,,,-4.795918367346939,-4.795918367346939,2.862198493134617,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.814442507640683,17.329317246668772,,,,,8.878380429485258,,9.121619570514742,21.906485638506027,,,,,9.932628017445023,,10.067371982554977,24.73691432855939,,,,,,,,,,,,,-4.591836734693878,-4.795918367346939,2.427403800318272,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.807929555165114,11.945105743669533,,,,,8.871115741415805,,9.128884258584195,22.272335940129192,,,,,9.92838541998992,,10.07161458001008,25.132965104109307,,,,,,,,,,,,,-4.387755102040816,-4.795918367346939,2.656017638361121,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.375295179220956,14.87012492533681,,,,,8.863694254381414,,9.136305745618586,22.638186241752358,,,,,9.924016028368081,,10.075983971631919,25.52901587965922,,,,,,,,,,,,,-4.183673469387755,-4.795918367346939,3.179878113341584,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.38553204240538,13.729826216323733,,,,,8.856129583201822,,9.143870416798178,23.00403654337552,,,,,9.91952463098612,,10.08047536901388,25.925066655209132,,,,,,,,,,,,,-3.979591836734694,-4.795918367346939,2.3342742945402453,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.427245107096493,15.582038470271687,,,,,8.848435439074452,,9.151564560925548,23.369886844998685,,,,,9.914916190383305,,10.085083809616695,26.321117430759045,,,,,,,,,,,,,-3.7755102040816326,-4.795918367346939,1.799824696166278,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.199726018873253,14.78455107423643,,,,,8.84062547674153,,9.15937452325847,23.73573714662185,,,,,9.91019576855514,,10.08980423144486,26.71716820630896,,,,,,,,,,,,,-3.571428571428571,-4.795918367346939,2.811062438111961,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8413897725081565,12.252468957934356,,,,,8.832713158483354,,9.167286841516646,24.101587448245013,,,,,9.90536845324708,,10.09463154675292,27.11321898185887,,,,,,,,,,,,,-3.36734693877551,-4.795918367346939,3.4461979177317192,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.469050010645449,13.959265562549682,,,,,8.82471164009603,,9.17528835990397,24.46743774986818,,,,,9.900439287157084,,10.099560712842916,27.509269757408784,,,,,,,,,,,,,-3.163265306122449,-4.795918367346939,1.7403806783581062,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.171120919592502,11.436958081861661,,,,,8.81663368353391,,9.18336631646609,24.83328805149134,,,,,9.895413201997668,,10.104586798002332,27.9053205329587,,,,,,,,,,,,,-2.9591836734693877,-4.795918367346939,2.7808980580416653,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.000697222535892,15.69993602384991,,,,,8.808491600228345,,9.191508399771655,25.199138353114506,,,,,9.890294959328696,,10.109705040671304,28.301371308508614,,,,,,,,,,,,,-2.7551020408163263,-4.795918367346939,3.8665208802345115,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.267930560945272,17.346519729910902,,,,,8.800297228246718,,9.199702771753282,25.56498865473767,,,,,9.885089099979574,,10.114910900020426,28.697422084058527,,,,,,,,,,,,,-2.5510204081632653,-4.795918367346939,2.5726895516758055,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.712942756888422,13.945696009447655,,,,,8.792061945447529,,9.207938054552471,25.930838956360834,,,,,9.879799903733778,,10.120200096266222,29.09347285960844,,,,,,,,,,,,,-2.3469387755102042,-4.795918367346939,4.4032625568166806,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.388200834468653,14.826267857616418,,,,,8.783796719644128,,9.216203280355872,26.296689257984,,,,,9.874431360751343,,10.125568639248657,29.489523635158353,,,,,,,,,,,,,-2.142857142857143,-4.795918367346939,3.1629793782279556,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.775512195543646,,9.224487804456354,26.662539559607165,,,,,9.868987155959035,,10.131012844040965,29.885574410708266,,,,,,,,,,,,,-1.9387755102040813,-4.795918367346939,4.1682230705720595,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.767218816916186,,9.232781183083814,27.028389861230327,,,,,9.863470667348528,,10.136529332651472,30.28162518625818,,,,,,,,,,,,,-1.7346938775510203,-4.795918367346939,3.001106153350162,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.758926981114485,,9.241073018885515,27.394240162853492,,,,,9.857884978796132,,10.142115021203868,30.67767596180809,,,,,,,,,,,,,-1.5306122448979593,-4.795918367346939,3.4772163642802365,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.750647221751025,,9.249352778248975,27.760090464476658,,,,,9.852232907661705,,10.147767092338295,31.073726737358005,,,,,,,,,,,,,-1.3265306122448979,-4.795918367346939,4.587374436419784,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.742390414094524,,9.257609585905476,28.12594076609982,,,,,9.846517047048074,,10.153482952951926,31.46977751290792,,,,,,,,,,,,,-1.1224489795918364,-4.795918367346939,3.6746482294644522,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.73416799661712,,9.26583200338288,28.491791067722986,,,,,9.840739822216154,,10.159260177783846,31.865828288457834,,,,,,,,,,,,,-0.9183673469387754,-4.795918367346939,3.264036941010377,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.72599220115199,,9.27400779884801,28.857641369346148,,,,,9.834903560265507,,10.165096439734493,32.26187906400774,,,,,,,,,,,,,-0.7142857142857144,-4.795918367346939,3.573542718080916,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.717876283349094,,9.282123716650906,29.223491670969313,,,,,9.829010571816733,,10.170989428183267,32.65792983955766,,,,,,,,,,,,,-0.5102040816326525,-4.795918367346939,3.327992551919117,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.709834744579753,,9.290165255420247,29.58934197259248,,,,,9.823063243081933,,10.176936756918067,33.05398061510758,,,,,,,,,,,,,-0.3061224489795915,-4.795918367346939,3.807013402230057,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.701883536167447,,9.298116463832553,29.95519227421564,,,,,9.817064136393192,,10.182935863606808,33.450031390657486,,,,,,,,,,,,,-0.1020408163265305,-4.795918367346939,3.4462200835227987,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.694040236832754,,9.305959763167246,30.321042575838806,,,,,9.811016096986467,,10.188983903013533,33.846082166207395,,,,,,,,,,,,,0.1020408163265305,-4.795918367346939,3.320155775475003,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.68632419454624,,9.31367580545376,30.686892877461972,,,,,9.804922363618001,,10.195077636381999,34.24213294175732,,,,,,,,,,,,,0.3061224489795915,-4.795918367346939,2.7679956640554915,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67875662458562,,9.32124337541438,31.052743179085134,,,,,9.798786680429359,,10.201213319570641,34.63818371730723,,,,,,,,,,,,,0.5102040816326534,-4.795918367346939,3.239820179775604,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.671360656483937,,9.328639343516063,31.4185934807083,,,,,9.792613407380346,,10.207386592619654,35.03423449285714,,,,,,,,,,,,,0.7142857142857144,-4.795918367346939,3.45013962681311,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.664161323715081,,9.335838676284919,31.784443782331465,,,,,9.786407626539368,,10.213592373460632,35.430285268407054,,,,,,,,,,,,,0.9183673469387754,-4.795918367346939,3.5461898966465752,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.65718549136311,,9.34281450863689,32.15029408395463,,,,,9.780175241558625,,10.219824758441375,35.82633604395697,,,,,,,,,,,,,1.1224489795918373,-4.795918367346939,2.6506244535933217,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.650461718625312,,9.349538281374688,32.51614438557779,,,,,9.773923067765109,,10.226076932234891,36.22238681950688,,,,,,,,,,,,,1.3265306122448983,-4.795918367346939,3.364069030200321,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.644020054760752,,9.355979945239248,32.88199468720096,,,,,9.767658910463538,,10.232341089536462,36.61843759505679,,,,,,,,,,,,,1.5306122448979593,-4.795918367346939,3.054768574014456,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.637891768965044,,9.362108231034956,33.24784498882412,,,,,9.761391629267683,,10.238608370732317,37.01448837060671,,,,,,,,,,,,,1.7346938775510203,-4.795918367346939,2.13192074220206,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.632109016572588,,9.367890983427412,33.61369529044728,,,,,9.755131186544032,,10.244868813455968,37.41053914615662,,,,,,,,,,,,,1.9387755102040813,-4.795918367346939,2.7651283759184127,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.626704445901341,,9.373295554098659,33.97954559207045,,,,,9.748888678356378,,10.251111321643622,37.80658992170653,,,,,,,,,,,,,2.1428571428571432,-4.795918367346939,2.7957059125414623,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.621710751903544,,9.378289248096456,34.34539589369361,,,,,9.742676346631244,,10.257323653368756,38.20264069725644,,,,,,,,,,,,,2.3469387755102042,-4.795918367346939,2.8525072984236886,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.61716018451123,,9.38283981548877,34.711246195316775,,,,,9.7365075716105,,10.2634924283895,38.598691472806365,,,,,,,,,,,,,2.5510204081632653,-4.795918367346939,2.5844073126184566,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.613084021113908,,9.386915978886092,35.077096496939944,,,,,9.73039684400785,,10.26960315599215,38.994742248356275,,,,,,,,,,,,,2.755102040816327,-4.795918367346939,2.2239740180575547,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.60951201392866,,9.39048798607134,35.44294679856311,,,,,9.724359716629149,,10.275640283370851,39.390793023906184,,,,,,,,,,,,,2.959183673469388,-4.795918367346939,1.6377180243926508,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.606471824078259,,9.393528175921741,35.80879710018627,,,,,9.7184127355433,,10.2815872644567,39.78684379945611,,,,,,,,,,,,,3.163265306122449,-4.795918367346939,2.6169258510475353,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.603988454946917,,9.396011545053083,36.17464740180944,,,,,9.712573351192084,,10.287426648807916,40.18289457500602,,,,,,,,,,,,,3.36734693877551,-4.795918367346939,1.37956444507956,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.602083697811732,,9.397916302188268,36.54049770343259,,,,,9.706859810098097,,10.293140189901903,40.57894535055593,,,,,,,,,,,,,3.571428571428571,-4.795918367346939,2.3686805337030243,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.600775602836247,,9.399224397163753,36.90634800505576,,,,,9.701291028065478,,10.298708971934522,40.974996126105836,,,,,,,,,,,,,3.775510204081632,-4.795918367346939,1.8389783610471846,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.60007798825693,,9.39992201174307,37.27219830667893,,,,,9.695886445967178,,10.304113554032822,41.37104690165576,,,,,,,,,,,,,3.979591836734695,-4.795918367346939,2.020304103195844,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,9.4,37.638048608302086,,,,,9.690665869375705,,10.309334130624295,41.76709767720567,,,,,,,,,,,,,4.183673469387756,-4.795918367346939,1.0162171543893503,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.600545733051346,,9.399454266948654,38.003898909925255,,,,,9.685649293425131,,10.314350706574869,42.16314845275558,,,,,,,,,,,,,4.387755102040817,-4.795918367346939,0.8621652830967824,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.60171392469172,,9.39828607530828,38.369749211548424,,,,,9.680856714395672,,10.319143285604328,42.5591992283055,,,,,,,,,,,,,4.591836734693878,-4.795918367346939,1.6340734295986439,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.603497728236997,,9.396502271763003,38.73559951317158,,,,,9.676307929595563,,10.323692070404437,42.95525000385541,,,,,,,,,,,,,4.795918367346939,-4.795918367346939,1.3954676033705364,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.605884574229798,,9.394115425770202,39.10144981479475,,,,,9.672022327186266,,10.327977672813734,43.35130077940532,,,,,,,,,,,,,5.0,-4.795918367346939,0.32703672131731565,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.608856124160742,,9.391143875839258,39.46730011641792,,,,,9.668018667665013,,10.331981332334987,43.74735155495523,,,,,,,,,,,,,-5.0,-4.591836734693878,0.9643740211089997,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.612388319805389,,9.387611680194611,39.83315041804107,,,,,9.664314858791975,,10.335685141208025,44.143402330505154,,,,,,,,,,,,,-4.795918367346939,-4.591836734693878,2.9667693975632288,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.616451529199482,,9.383548470800518,40.19900071966424,,,,,9.660927725835775,,10.339072274164225,44.53945310605506,,,,,,,,,,,,,-4.591836734693878,-4.591836734693878,2.4007636590921146,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62101078819374,,9.37898921180626,40.56485102128741,,,,,9.657872779117174,,10.342127220882826,44.93550388160497,,,,,,,,,,,,,-4.387755102040816,-4.591836734693878,2.537336570131487,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62602613448285,,9.37397386551715,40.930701322910565,,,,,9.655163980960934,,10.344836019039066,45.33155465715488,,,,,,,,,,,,,-4.183673469387755,-4.591836734693878,2.5477531829136466,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.631453029041642,,9.368546970958358,41.296551624533734,,,,,9.652813514322217,,10.347186485677783,45.727605432704806,,,,,,,,,,,,,-3.979591836734694,-4.591836734693878,2.932716942269773,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.637242858070906,,9.362757141929094,41.6624019261569,,,,,9.650831555535337,,10.349168444464663,46.123656208254715,,,,,,,,,,,,,-3.7755102040816326,-4.591836734693878,3.2252932602645603,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.643343506897526,,9.356656493102474,42.02825222778006,,,,,9.649226053835573,,10.350773946164427,46.519706983804625,,,,,,,,,,,,,-3.571428571428571,-4.591836734693878,4.126605426788121,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.649699995824157,,9.350300004175843,42.39410252940323,,,,,9.648002520521823,,10.351997479478177,46.91575775935455,,,,,,,,,,,,,-3.36734693877551,-4.591836734693878,2.572949061771264,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.656255166711247,,9.343744833288753,42.759952831026396,,,,,9.64716383084929,,10.35283616915071,47.31180853490446,,,,,,,,,,,,,-3.163265306122449,-4.591836734693878,3.87709434194271,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.662950408121167,,9.337049591878833,43.12580313264955,,,,,9.646710041954675,,10.353289958045325,47.70785931045437,,,,,,,,,,,,,-2.9591836734693877,-4.591836734693878,4.447577173997162,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.669726406174874,,9.330273593825126,43.49165343427272,,,,,9.646638230306678,,10.353361769693322,48.10391008600428,,,,,,,,,,,,,-2.7551020408163263,-4.591836734693878,1.979854767996928,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.676523907873522,,9.323476092126478,43.85750373589589,,,,,9.646942352326242,,10.353057647673758,48.4999608615542,,,,,,,,,,,,,-2.5510204081632653,-4.591836734693878,4.135445147939832,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.683284483521154,,9.316715516478846,44.223354037519044,,,,,9.647613131916913,,10.352386868083087,48.89601163710411,,,,,,,,,,,,,-2.3469387755102042,-4.591836734693878,3.204082511030364,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.689951275043738,,9.310048724956262,44.58920433914221,,,,,9.64863797866968,,10.35136202133032,49.29206241265402,,,,,,,,,,,,,-2.142857142857143,-4.591836734693878,4.1473250327549405,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.696469717422277,,9.303530282577723,44.95505464076538,,,,,9.650000940443329,,10.349999059556671,49.68811318820394,,,,,,,,,,,,,-1.9387755102040813,-4.591836734693878,4.922885679220394,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.702788221125845,,9.297211778874155,45.32090494238854,,,,,9.651682693857133,,10.348317306142867,50.08416396375385,,,,,,,,,,,,,-1.7346938775510203,-4.591836734693878,3.716235143514858,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.708858804322087,,9.291141195677913,45.68675524401171,,,,,9.653660575957312,,10.346339424042688,50.48021473930376,,,,,,,,,,,,,-1.5306122448979593,-4.591836734693878,4.634565073123311,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.71463766473211,,9.28536233526789,46.052605545634876,,,,,9.655908659924915,,10.344091340075085,50.87626551485367,,,,,,,,,,,,,-1.3265306122448979,-4.591836734693878,5.186425495655807,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.720085682255132,,9.279914317744868,46.41845584725803,,,,,9.658397877177858,,10.341602122822142,51.272316290403595,,,,,,,,,,,,,-1.1224489795918364,-4.591836734693878,5.36444617935157,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.72516884488492,,9.27483115511508,46.7843061488812,,,,,9.661096187585473,,10.338903812414527,51.668367065953504,,,,,,,,,,,,,-0.9183673469387754,-4.591836734693878,4.217339068845502,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.729858591943266,,9.270141408056734,47.15015645050437,,,,,9.66396879876662,,10.33603120123338,52.06441784150341,,,,,,,,,,,,,-0.7142857142857144,-4.591836734693878,4.321287691543285,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.734132070232912,,9.265867929767088,47.516006752127524,,,,,9.666978434593394,,10.333021565406606,52.46046861705334,,,,,,,,,,,,,-0.5102040816326525,-4.591836734693878,4.899069025533699,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.737972300331732,,9.262027699668268,47.88185705375069,,,,,9.670085652087973,,10.329914347912027,52.856519392603246,,,,,,,,,,,,,-0.3061224489795915,-4.591836734693878,4.300929631690347,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.741368251880166,,9.258631748119834,48.24770735537386,,,,,9.673249204900095,,10.326750795099905,53.252570168153156,,,,,,,,,,,,,-0.1020408163265305,-4.591836734693878,4.1033331078290995,,,,,,,
