visual parameter,value,xticks,yticks,preserved 0,preserved 1,preserved 2,preserved 3,gw_param_keys 0,gw_param_values 0,ii,label,x,y,bgra,gw_param_keys 1,gw_param_values 1,ii,label,y,x,bgra,gw_param_keys 2,gw_param_values 2,ii,label,x,y,yerr,bgra,gw_param_keys 3,gw_param_values 3,ii,label,x,xerr,y,bgra,gw_param_keys 4,gw_param_values 4,ii,label,x,y,bgra,gw_param_keys 5,gw_param_values 5,ii,label,y,x,bgra,gw_param_keys 6,gw_param_values 6,ii,label,x,y,yerr,bgra,gw_param_keys 7,gw_param_values 7,ii,label,theta,r,bgra,gw_param_keys 8,gw_param_values 8,ii,label,x,y,bgra,gw_param_keys 9,gw_param_values 9,ii,label,x_lower,x,x_upper,y,bgra,gw_param_keys 10,gw_param_values 10,ii,label,y_lower,y,y_upper,x,bgra,gw_param_keys 11,gw_param_values 11,ii,label,x,y_lower,y,y_upper,bgra,gw_param_keys 12,gw_param_values 12,ii,label,x,y,z,gw_param_keys 13,gw_param_values 13,ii,label,x,y,z,class_names
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.819906003857382,19.543588853975535,,,,,,9.980972113622133,,10.019027886377867,18.40010191976078,,,,,,10.960619400114027,,11.039380599885973,20.959471988781736,,,,,,,,,,,,,,,2.3469387755102042,-5.0,2.0252294453607966,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.383613886436505,22.72117509028736,,,,,,9.979046521894395,,10.020953478105605,18.79615269531069,,,,,,10.95639577439833,,11.04360422560167,21.392903665982324,,,,,,,,,,,,,,,2.5510204081632653,-5.0,2.5756393040150822,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0859206193148605,15.096452989533388,,,,,,9.976983066596746,,10.023016933403254,19.192203470860605,,,,,,10.951855989316574,,11.048144010683426,21.82633534318291,,,,,,,,,,,,,,,2.755102040816327,-5.0,3.352451298600032,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.099459649569633,19.022551427107626,,,,,,9.974778126011056,,10.025221873988944,19.588254246410518,,,,,,10.946993844015298,,11.053006155984702,22.259767020383496,,,,,,,,,,,,,,,2.959183673469388,-5.0,2.116867053333479,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.580749318463289,15.18299898114062,,,,,,9.972428583196107,,10.027571416803893,19.98430502196043,,,,,,10.94180524673537,,11.05819475326463,22.693198697584084,,,,,,,,,,,,,,,3.163265306122449,-5.0,3.0384469838209642,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.486165981391493,14.57038641259847,,,,,,9.969931866612397,,10.030068133387603,20.380355797510344,,,,,,10.936288448475173,,11.063711551524827,23.126630374784668,,,,,,,,,,,,,,,3.36734693877551,-5.0,3.0842159489516665,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.629723621591545,17.392555251802246,,,,,,9.967285984513996,,10.032714015486004,20.776406573060257,,,,,,10.93044426155765,,11.06955573844235,23.560062051985255,,,,,,,,,,,,,,,3.571428571428571,-5.0,3.17285835624389,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.626713263950891,16.3838107283561,,,,,,9.96448955217059,,10.03551044782941,21.17245734861017,,,,,,10.924276257577219,,11.075723742422781,23.993493729185843,,,,,,,,,,,,,,,3.775510204081632,-5.0,1.9603862374743988,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.83395587865709,12.668038161933305,,,,,,9.961541811087077,,10.038458188912923,21.568508124160086,,,,,,10.917790939136331,,11.082209060863669,24.426925406386427,,,,,,,,,,,,,,,3.979591836734695,-5.0,0.5000124762652565,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.835534667761445,17.77170107541695,,,,,,9.958442639520715,,10.041557360479285,21.96455889971,,,,,,10.910997879849848,,11.089002120150152,24.860357083587015,,,,,,,,,,,,,,,4.183673469387756,-5.0,2.0067467386669113,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.638257723019273,15.24765234362683,,,,,,9.955192553755168,,10.044807446244832,22.360609675259912,,,,,,10.903909827309395,,11.096090172690605,25.2937887607876,,,,,,,,,,,,,,,4.387755102040817,-5.0,3.059420568021356,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.940707771982689,16.578968361830178,,,,,,9.951792699774748,,10.048207300225252,22.756660450809825,,,,,,10.896542764066783,,11.103457235933217,25.727220437988187,,,,,,,,,,,,,,,4.591836734693878,-5.0,1.6959859869064573,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.706321327883233,16.129806852730397,,,,,,9.948244835187296,,10.051755164812704,23.152711226359738,,,,,,10.888915922219281,,11.111084077780719,26.16065211518877,,,,,,,,,,,,,,,4.795918367346939,-5.0,2.3534039160811213,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.43683092309113,21.517929231916657,,,,,,9.944551301466602,,10.055448698533398,23.54876200190965,,,,,,10.881051747858596,,11.118948252141404,26.59408379238936,,,,,,,,,,,,,,,5.0,-5.0,1.7148455157421694,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.578174031882229,18.713099772294132,,,,,,9.940714986819915,,10.059285013180085,23.944812777459564,,,,,,10.872975812474175,,11.127024187525825,27.027515469589943,,,,,,,,,,,,,,,-5.0,-4.795918367346939,3.670253558116644,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.40222102717356,17.831528118218515,,,,,,9.936739280227709,,10.063260719772291,24.340863553009477,,,,,,10.864716669368544,,11.135283330631456,27.46094714679053,,,,,,,,,,,,,,,-4.795918367346939,-4.795918367346939,3.1086696799327083,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.259358249735971,16.9559880352076,,,,,,9.932628017445023,,10.067371982554977,24.73691432855939,,,,,,10.856305654231656,,11.143694345768344,27.894378823991115,,,,,,,,,,,,,,,-4.591836734693878,-4.795918367346939,3.9798534931073952,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.205814621649555,19.541430591276303,,,,,,9.92838541998992,,10.07161458001008,25.132965104109307,,,,,,10.84777663021109,,11.15222336978891,28.327810501191703,,,,,,,,,,,,,,,-4.387755102040816,-4.795918367346939,3.9494715000993765,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.686909334279346,17.217378787966,,,,,,9.924016028368081,,10.075983971631919,25.52901587965922,,,,,,10.839165679079413,,11.160834320920587,28.76124217839229,,,,,,,,,,,,,,,-4.183673469387755,-4.795918367346939,3.506698163622847,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.494088915140198,22.713844010821802,,,,,,9.91952463098612,,10.08047536901388,25.925066655209132,,,,,,10.830510741408329,,11.169489258591671,29.194673855592875,,,,,,,,,,,,,,,-3.979591836734694,-4.795918367346939,4.183916128213928,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.882422398192835,16.708860796186116,,,,,,9.914916190383305,,10.085083809616695,26.321117430759045,,,,,,10.821851209977918,,11.178148790022082,29.628105532793462,,,,,,,,,,,,,,,-3.7755102040816326,-4.795918367346939,2.792948372494587,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.527166155204512,12.741801487947862,,,,,,9.91019576855514,,10.08980423144486,26.71716820630896,,,,,,10.81322748194108,,11.18677251805892,30.061537209994047,,,,,,,,,,,,,,,-3.571428571428571,-4.795918367346939,3.3641662564300447,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.376840132515063,20.273448343322194,,,,,,9.90536845324708,,10.09463154675292,27.11321898185887,,,,,,10.804680476490729,,11.195319523509271,30.494968887194634,,,,,,,,,,,,,,,-3.36734693877551,-4.795918367346939,3.4899375608697256,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.624017526486474,16.647048681970897,,,,,,9.900439287157084,,10.099560712842916,27.509269757408784,,,,,,10.796251125901078,,11.203748874098922,30.92840056439522,,,,,,,,,,,,,,,-3.163265306122449,-4.795918367346939,3.8386767242887205,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.11395963027069,16.889500840546674,,,,,,9.895413201997668,,10.104586798002332,27.9053205329587,,,,,,10.787979848797347,,11.212020151202653,31.361832241595806,,,,,,,,,,,,,,,-2.9591836734693877,-4.795918367346939,4.2744086371174275,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.839327633476764,16.277366065759963,,,,,,9.890294959328696,,10.109705040671304,28.301371308508614,,,,,,10.779906015314403,,11.220093984685597,31.79526391879639,,,,,,,,,,,,,,,-2.7551020408163263,-4.795918367346939,4.069910537862001,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.750215914241892,19.853773720067018,,,,,,9.885089099979574,,10.114910900020426,28.697422084058527,,,,,,10.772067414402485,,11.227932585597515,32.22869559599698,,,,,,,,,,,,,,,-2.5510204081632653,-4.795918367346939,4.865184147417996,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.397360976370573,19.952121612118972,,,,,,9.879799903733778,,10.120200096266222,29.09347285960844,,,,,,10.764499733899896,,11.235500266100104,32.66212727319756,,,,,,,,,,,,,,,-2.3469387755102042,-4.795918367346939,4.005745124911467,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.856422437000205,16.476375178182195,,,,,,9.874431360751343,,10.125568639248657,29.489523635158353,,,,,,10.757236064096858,,11.242763935903142,33.09555895039815,,,,,,,,,,,,,,,-2.142857142857143,-4.795918367346939,4.033990396180587,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.900249692307593,12.778036134321626,,,,,,9.868987155959035,,10.131012844040965,29.885574410708266,,,,,,10.750306435347607,,11.249693564652393,33.52899062759874,,,,,,,,,,,,,,,-1.9387755102040813,-4.795918367346939,4.032586384750657,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.707025302192932,16.899771646961284,,,,,,9.863470667348528,,10.136529332651472,30.28162518625818,,,,,,10.743737399842145,,11.256262600157855,33.96242230479932,,,,,,,,,,,,,,,-1.7346938775510203,-4.795918367346939,3.208745672192352,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.757480331483777,18.58258391631203,,,,,,9.857884978796132,,10.142115021203868,30.67767596180809,,,,,,10.737551666927008,,11.262448333072992,34.395853981999906,,,,,,,,,,,,,,,-1.5306122448979593,-4.795918367346939,2.6435318303065385,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.927208516402782,20.922914041892348,,,,,,9.852232907661705,,10.147767092338295,31.073726737358005,,,,,,10.731767800375831,,11.268232199624169,34.829285659200494,,,,,,,,,,,,,,,-1.3265306122448979,-4.795918367346939,5.6423071382644885,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.19009243018109,19.21490159792075,,,,,,9.846517047048074,,10.153482952951926,31.46977751290792,,,,,,10.726399984774623,,11.273600015225377,35.26271733640108,,,,,,,,,,,,,,,-1.1224489795918364,-4.795918367346939,3.8142846190359436,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.840739822216154,,10.159260177783846,31.865828288457834,,,,,,10.721457866730452,,11.278542133269548,35.69614901360167,,,,,,,,,,,,,,,-0.9183673469387754,-4.795918367346939,4.83435176218533,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.834903560265507,,10.165096439734493,32.26187906400774,,,,,,10.716946474970815,,11.283053525029185,36.12958069080226,,,,,,,,,,,,,,,-0.7142857142857144,-4.795918367346939,4.383879837026297,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.829010571816733,,10.170989428183267,32.65792983955766,,,,,,10.712866221615709,,11.287133778384291,36.56301236800284,,,,,,,,,,,,,,,-0.5102040816326525,-4.795918367346939,3.4197740283544626,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.823063243081933,,10.176936756918067,33.05398061510758,,,,,,10.709212985022754,,11.290787014977246,36.996444045203425,,,,,,,,,,,,,,,-0.3061224489795915,-4.795918367346939,3.6103555690432523,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.817064136393192,,10.182935863606808,33.450031390657486,,,,,,10.705978272679085,,11.294021727320915,37.429875722404006,,,,,,,,,,,,,,,-0.1020408163265305,-4.795918367346939,4.339941888933477,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.811016096986467,,10.188983903013533,33.846082166207395,,,,,,10.703149460695876,,11.296850539304124,37.863307399604594,,,,,,,,,,,,,,,0.1020408163265305,-4.795918367346939,4.752979349985663,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.804922363618001,,10.195077636381999,34.24213294175732,,,,,,10.700710104607431,,11.299289895392569,38.29673907680518,,,,,,,,,,,,,,,0.3061224489795915,-4.795918367346939,4.708726379665677,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.798786680429359,,10.201213319570641,34.63818371730723,,,,,,10.698640314440416,,11.301359685559584,38.73017075400577,,,,,,,,,,,,,,,0.5102040816326534,-4.795918367346939,5.125983331414378,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.792613407380346,,10.207386592619654,35.03423449285714,,,,,,10.696917185451351,,11.303082814548649,39.16360243120636,,,,,,,,,,,,,,,0.7142857142857144,-4.795918367346939,3.9050613409489605,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.786407626539368,,10.213592373460632,35.430285268407054,,,,,,10.695515274578547,,11.304484725421453,39.597034108406945,,,,,,,,,,,,,,,0.9183673469387754,-4.795918367346939,3.9380767852330774,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.780175241558625,,10.219824758441375,35.82633604395697,,,,,,10.69440711155889,,11.30559288844111,40.03046578560753,,,,,,,,,,,,,,,1.1224489795918373,-4.795918367346939,4.753858602575053,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.773923067765109,,10.226076932234891,36.22238681950688,,,,,,10.693563732853589,,11.306436267146411,40.46389746280812,,,,,,,,,,,,,,,1.3265306122448983,-4.795918367346939,2.5725944561508176,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.767658910463538,,10.232341089536462,36.61843759505679,,,,,,10.692955226034684,,11.307044773965316,40.897329140008694,,,,,,,,,,,,,,,1.5306122448979593,-4.795918367346939,4.3724936117491575,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.761391629267683,,10.238608370732317,37.01448837060671,,,,,,10.692551272120953,,11.307448727879047,41.33076081720928,,,,,,,,,,,,,,,1.7346938775510203,-4.795918367346939,2.7697819876972405,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.755131186544032,,10.244868813455968,37.41053914615662,,,,,,10.692321673523134,,11.307678326476866,41.76419249440987,,,,,,,,,,,,,,,1.9387755102040813,-4.795918367346939,4.129617429549071,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.748888678356378,,10.251111321643622,37.80658992170653,,,,,,10.692236855758892,,11.307763144241108,42.19762417161046,,,,,,,,,,,,,,,2.1428571428571432,-4.795918367346939,3.0051990113551925,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.742676346631244,,10.257323653368756,38.20264069725644,,,,,,10.692268331912938,,11.307731668087062,42.631055848811044,,,,,,,,,,,,,,,2.3469387755102042,-4.795918367346939,2.746875064997385,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7365075716105,,10.2634924283895,38.598691472806365,,,,,,10.692389119922357,,11.307610880077643,43.06448752601163,,,,,,,,,,,,,,,2.5510204081632653,-4.795918367346939,2.56266366819997,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.73039684400785,,10.26960315599215,38.994742248356275,,,,,,10.692574104128655,,11.307425895871345,43.49791920321222,,,,,,,,,,,,,,,2.755102040816327,-4.795918367346939,3.2485973000534076,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.724359716629149,,10.275640283370851,39.390793023906184,,,,,,10.692800334115221,,11.307199665884779,43.93135088041281,,,,,,,,,,,,,,,2.959183673469388,-4.795918367346939,1.8158271612121581,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.7184127355433,,10.2815872644567,39.78684379945611,,,,,,10.693047255595264,,11.306952744404736,44.364782557613395,,,,,,,,,,,,,,,3.163265306122449,-4.795918367346939,2.7797943421497173,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.712573351192084,,10.287426648807916,40.18289457500602,,,,,,10.693296869979084,,11.306703130020916,44.79821423481397,,,,,,,,,,,,,,,3.36734693877551,-4.795918367346939,2.89319870735407,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.706859810098097,,10.293140189901903,40.57894535055593,,,,,,10.693533821176503,,11.306466178823497,45.23164591201456,,,,,,,,,,,,,,,3.571428571428571,-4.795918367346939,4.065472723344851,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.701291028065478,,10.298708971934522,40.974996126105836,,,,,,10.693745410124942,,11.306254589875058,45.665077589215144,,,,,,,,,,,,,,,3.775510204081632,-4.795918367346939,2.511853662517547,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.695886445967178,,10.304113554032822,41.37104690165576,,,,,,10.693921539421012,,11.306078460578988,46.09850926641573,,,,,,,,,,,,,,,3.979591836734695,-4.795918367346939,2.5342348953588205,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.690665869375705,,10.309334130624295,41.76709767720567,,,,,,10.694054592221324,,11.305945407778676,46.53194094361632,,,,,,,,,,,,,,,4.183673469387756,-4.795918367346939,2.4534027435020858,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.685649293425131,,10.314350706574869,42.16314845275558,,,,,,10.69413925121793,,11.30586074878207,46.96537262081691,,,,,,,,,,,,,,,4.387755102040817,-4.795918367346939,3.904439946989262,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.680856714395672,,10.319143285604328,42.5591992283055,,,,,,10.69417226494238,,11.30582773505762,47.398804298017495,,,,,,,,,,,,,,,4.591836734693878,-4.795918367346939,2.034212697684216,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.676307929595563,,10.323692070404437,42.95525000385541,,,,,,10.694152169873574,,11.305847830126426,47.83223597521808,,,,,,,,,,,,,,,4.795918367346939,-4.795918367346939,2.5591994129784608,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.672022327186266,,10.327977672813734,43.35130077940532,,,,,,10.694078977789424,,11.305921022210576,48.26566765241867,,,,,,,,,,,,,,,5.0,-4.795918367346939,1.5541990344639218,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.668018667665013,,10.331981332334987,43.74735155495523,,,,,,10.693953838490492,,11.306046161509508,48.699099329619244,,,,,,,,,,,,,,,-5.0,-4.591836734693878,3.0471180408503074,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.664314858791975,,10.335685141208025,44.143402330505154,,,,,,10.693778688423404,,11.306221311576596,49.13253100681983,,,,,,,,,,,,,,,-4.795918367346939,-4.591836734693878,2.4106086498738715,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.660927725835775,,10.339072274164225,44.53945310605506,,,,,,10.693555895839701,,11.306444104160299,49.56596268402042,,,,,,,,,,,,,,,-4.591836734693878,-4.591836734693878,3.1939552114855085,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.657872779117174,,10.342127220882826,44.93550388160497,,,,,,10.693287912947591,,11.306712087052409,49.99939436122101,,,,,,,,,,,,,,,-4.387755102040816,-4.591836734693878,3.010367249324256,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.655163980960934,,10.344836019039066,45.33155465715488,,,,,,10.692976945062954,,11.307023054937046,50.432826038421595,,,,,,,,,,,,,,,-4.183673469387755,-4.591836734693878,3.653080229095245,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.652813514322217,,10.347186485677783,45.727605432704806,,,,,,10.692624646063098,,11.307375353936902,50.86625771562218,,,,,,,,,,,,,,,-3.979591836734694,-4.591836734693878,4.361619152165089,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.650831555535337,,10.349168444464663,46.123656208254715,,,,,,10.692231848518958,,11.307768151481042,51.29968939282277,,,,,,,,,,,,,,,-3.7755102040816326,-4.591836734693878,2.7423745608630457,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.649226053835573,,10.350773946164427,46.519706983804625,,,,,,10.691798335761394,,11.308201664238606,51.73312107002336,,,,,,,,,,,,,,,-3.571428571428571,-4.591836734693878,4.078137594612111,,,,,,,,
