visual parameter,value,xticks,yticks,preserved 0,preserved 1,preserved 2,preserved 3,gw_param_keys 0,gw_param_values 0,ii,label,x,y_lower,y_upper,bgra,gw_param_keys 1,gw_param_values 1,ii,label,x,y,yerr,bgra,gw_param_keys 2,gw_param_values 2,ii,label,x,xerr,y,bgra,gw_param_keys 3,gw_param_values 3,ii,label,x,y,bgra,gw_param_keys 4,gw_param_values 4,ii,label,y,x,bgra,gw_param_keys 5,gw_param_values 5,ii,label,x,y,yerr,bgra,gw_param_keys 6,gw_param_values 6,ii,label,degree,r,bgra,gw_param_keys 7,gw_param_values 7,ii,label,x,y,bgra,gw_param_keys 8,gw_param_values 8,ii,label,x_lower,x,x_upper,y,bgra,gw_param_keys 9,gw_param_values 9,ii,label,x,y_lower,y,y_upper,bgra,gw_param_keys 10,gw_param_values 10,ii,label,x,y,z,gw_param_keys 11,gw_param_values 11,ii,label,x,y,z,class_names
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.230671462813851,13.104550234156335,,,,,,8.899102481436627,,9.100897518563373,20.808934733636534,,,,,,,,,,,,,,,5.0,-5.0,0.8627316704005347,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.122141318032798,11.360254373679888,,,,,,8.892386422491143,,9.107613577508857,21.1747850352597,,,,,,,,,,,,,,,-5.0,-4.795918367346939,2.61758792814396,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4559646841512555,13.000502263279508,,,,,,8.885474964364752,,9.114525035635248,21.540635336882865,,,,,,,,,,,,,,,-4.795918367346939,-4.795918367346939,2.1794958110805283,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.814442507640683,17.329317246668772,,,,,,8.878380429485258,,9.121619570514742,21.906485638506027,,,,,,,,,,,,,,,-4.591836734693878,-4.795918367346939,3.0896203982180177,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.807929555165114,11.945105743669533,,,,,,8.871115741415805,,9.128884258584195,22.272335940129192,,,,,,,,,,,,,,,-4.387755102040816,-4.795918367346939,1.173539937925839,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.375295179220956,14.87012492533681,,,,,,8.863694254381414,,9.136305745618586,22.638186241752358,,,,,,,,,,,,,,,-4.183673469387755,-4.795918367346939,2.0125317159598786,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.38553204240538,13.729826216323733,,,,,,8.856129583201822,,9.143870416798178,23.00403654337552,,,,,,,,,,,,,,,-3.979591836734694,-4.795918367346939,2.121131343608088,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.427245107096493,15.582038470271687,,,,,,8.848435439074452,,9.151564560925548,23.369886844998685,,,,,,,,,,,,,,,-3.7755102040816326,-4.795918367346939,3.165941982518584,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.199726018873253,14.78455107423643,,,,,,8.84062547674153,,9.15937452325847,23.73573714662185,,,,,,,,,,,,,,,-3.571428571428571,-4.795918367346939,2.5626901494668313,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8413897725081565,12.252468957934356,,,,,,8.832713158483354,,9.167286841516646,24.101587448245013,,,,,,,,,,,,,,,-3.36734693877551,-4.795918367346939,2.5152409340728905,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.469050010645449,13.959265562549682,,,,,,8.82471164009603,,9.17528835990397,24.46743774986818,,,,,,,,,,,,,,,-3.163265306122449,-4.795918367346939,2.3640842694230444,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.171120919592502,11.436958081861661,,,,,,8.81663368353391,,9.18336631646609,24.83328805149134,,,,,,,,,,,,,,,-2.9591836734693877,-4.795918367346939,2.7689950037479765,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.000697222535892,15.69993602384991,,,,,,8.808491600228345,,9.191508399771655,25.199138353114506,,,,,,,,,,,,,,,-2.7551020408163263,-4.795918367346939,2.878203538424983,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.267930560945272,17.346519729910902,,,,,,8.800297228246718,,9.199702771753282,25.56498865473767,,,,,,,,,,,,,,,-2.5510204081632653,-4.795918367346939,3.1958990309931687,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.712942756888422,13.945696009447655,,,,,,8.792061945447529,,9.207938054552471,25.930838956360834,,,,,,,,,,,,,,,-2.3469387755102042,-4.795918367346939,3.4093989546373984,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.388200834468653,14.826267857616418,,,,,,8.783796719644128,,9.216203280355872,26.296689257984,,,,,,,,,,,,,,,-2.142857142857143,-4.795918367346939,3.418680047620364,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.775512195543646,,9.224487804456354,26.662539559607165,,,,,,,,,,,,,,,-1.9387755102040813,-4.795918367346939,2.4933299187483478,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.767218816916186,,9.232781183083814,27.028389861230327,,,,,,,,,,,,,,,-1.7346938775510203,-4.795918367346939,3.591812908042192,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.758926981114485,,9.241073018885515,27.394240162853492,,,,,,,,,,,,,,,-1.5306122448979593,-4.795918367346939,3.029202597483736,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.750647221751025,,9.249352778248975,27.760090464476658,,,,,,,,,,,,,,,-1.3265306122448979,-4.795918367346939,3.786070528912326,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.742390414094524,,9.257609585905476,28.12594076609982,,,,,,,,,,,,,,,-1.1224489795918364,-4.795918367346939,1.8022438698307672,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.73416799661712,,9.26583200338288,28.491791067722986,,,,,,,,,,,,,,,-0.9183673469387754,-4.795918367346939,2.6937963630742843,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.72599220115199,,9.27400779884801,28.857641369346148,,,,,,,,,,,,,,,-0.7142857142857144,-4.795918367346939,3.1216987447578064,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.717876283349094,,9.282123716650906,29.223491670969313,,,,,,,,,,,,,,,-0.5102040816326525,-4.795918367346939,3.17888771298039,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.709834744579753,,9.290165255420247,29.58934197259248,,,,,,,,,,,,,,,-0.3061224489795915,-4.795918367346939,3.3785722669080367,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.701883536167447,,9.298116463832553,29.95519227421564,,,,,,,,,,,,,,,-0.1020408163265305,-4.795918367346939,3.3002310856266055,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.694040236832754,,9.305959763167246,30.321042575838806,,,,,,,,,,,,,,,0.1020408163265305,-4.795918367346939,3.7190614415493246,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.68632419454624,,9.31367580545376,30.686892877461972,,,,,,,,,,,,,,,0.3061224489795915,-4.795918367346939,2.666740619594936,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.67875662458562,,9.32124337541438,31.052743179085134,,,,,,,,,,,,,,,0.5102040816326534,-4.795918367346939,2.528677396351356,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.671360656483937,,9.328639343516063,31.4185934807083,,,,,,,,,,,,,,,0.7142857142857144,-4.795918367346939,2.3975185984718284,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.664161323715081,,9.335838676284919,31.784443782331465,,,,,,,,,,,,,,,0.9183673469387754,-4.795918367346939,2.8983620424705445,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.65718549136311,,9.34281450863689,32.15029408395463,,,,,,,,,,,,,,,1.1224489795918373,-4.795918367346939,3.1571203399709242,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.650461718625312,,9.349538281374688,32.51614438557779,,,,,,,,,,,,,,,1.3265306122448983,-4.795918367346939,3.0133652068045174,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.644020054760752,,9.355979945239248,32.88199468720096,,,,,,,,,,,,,,,1.5306122448979593,-4.795918367346939,2.412025513551088,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.637891768965044,,9.362108231034956,33.24784498882412,,,,,,,,,,,,,,,1.7346938775510203,-4.795918367346939,2.6860517573075144,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.632109016572588,,9.367890983427412,33.61369529044728,,,,,,,,,,,,,,,1.9387755102040813,-4.795918367346939,1.640771319796059,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.626704445901341,,9.373295554098659,33.97954559207045,,,,,,,,,,,,,,,2.1428571428571432,-4.795918367346939,1.9899771763215695,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.621710751903544,,9.378289248096456,34.34539589369361,,,,,,,,,,,,,,,2.3469387755102042,-4.795918367346939,1.9864450073185211,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.61716018451123,,9.38283981548877,34.711246195316775,,,,,,,,,,,,,,,2.5510204081632653,-4.795918367346939,1.5744491967440473,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.613084021113908,,9.386915978886092,35.077096496939944,,,,,,,,,,,,,,,2.755102040816327,-4.795918367346939,2.3677658236211663,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.60951201392866,,9.39048798607134,35.44294679856311,,,,,,,,,,,,,,,2.959183673469388,-4.795918367346939,2.866499870842426,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.606471824078259,,9.393528175921741,35.80879710018627,,,,,,,,,,,,,,,3.163265306122449,-4.795918367346939,0.4247871246316073,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.603988454946917,,9.396011545053083,36.17464740180944,,,,,,,,,,,,,,,3.36734693877551,-4.795918367346939,1.1407052511073759,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.602083697811732,,9.397916302188268,36.54049770343259,,,,,,,,,,,,,,,3.571428571428571,-4.795918367346939,2.3009465667359272,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.600775602836247,,9.399224397163753,36.90634800505576,,,,,,,,,,,,,,,3.775510204081632,-4.795918367346939,1.5011251086359616,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.60007798825693,,9.39992201174307,37.27219830667893,,,,,,,,,,,,,,,3.979591836734695,-4.795918367346939,1.3617820951030364,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,9.4,37.638048608302086,,,,,,,,,,,,,,,4.183673469387756,-4.795918367346939,0.8158330898682216,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.600545733051346,,9.399454266948654,38.003898909925255,,,,,,,,,,,,,,,4.387755102040817,-4.795918367346939,1.5600656235300785,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.60171392469172,,9.39828607530828,38.369749211548424,,,,,,,,,,,,,,,4.591836734693878,-4.795918367346939,1.3389369854991615,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.603497728236997,,9.396502271763003,38.73559951317158,,,,,,,,,,,,,,,4.795918367346939,-4.795918367346939,1.295165083606704,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.605884574229798,,9.394115425770202,39.10144981479475,,,,,,,,,,,,,,,5.0,-4.795918367346939,0.7420832665216712,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.608856124160742,,9.391143875839258,39.46730011641792,,,,,,,,,,,,,,,-5.0,-4.591836734693878,2.5557603415819687,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.612388319805389,,9.387611680194611,39.83315041804107,,,,,,,,,,,,,,,-4.795918367346939,-4.591836734693878,2.2389808379597054,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.616451529199482,,9.383548470800518,40.19900071966424,,,,,,,,,,,,,,,-4.591836734693878,-4.591836734693878,1.3716417108068173,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62101078819374,,9.37898921180626,40.56485102128741,,,,,,,,,,,,,,,-4.387755102040816,-4.591836734693878,1.988309619380024,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62602613448285,,9.37397386551715,40.930701322910565,,,,,,,,,,,,,,,-4.183673469387755,-4.591836734693878,2.0325916836420506,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.631453029041642,,9.368546970958358,41.296551624533734,,,,,,,,,,,,,,,-3.979591836734694,-4.591836734693878,2.84987596964169,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.637242858070906,,9.362757141929094,41.6624019261569,,,,,,,,,,,,,,,-3.7755102040816326,-4.591836734693878,1.5064257171569546,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.643343506897526,,9.356656493102474,42.02825222778006,,,,,,,,,,,,,,,-3.571428571428571,-4.591836734693878,2.6711584589908584,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.649699995824157,,9.350300004175843,42.39410252940323,,,,,,,,,,,,,,,-3.36734693877551,-4.591836734693878,2.9747790664762435,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.656255166711247,,9.343744833288753,42.759952831026396,,,,,,,,,,,,,,,-3.163265306122449,-4.591836734693878,3.209331934408801,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.662950408121167,,9.337049591878833,43.12580313264955,,,,,,,,,,,,,,,-2.9591836734693877,-4.591836734693878,3.6102542053020468,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.669726406174874,,9.330273593825126,43.49165343427272,,,,,,,,,,,,,,,-2.7551020408163263,-4.591836734693878,3.1668683404652906,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.676523907873522,,9.323476092126478,43.85750373589589,,,,,,,,,,,,,,,-2.5510204081632653,-4.591836734693878,4.166492003650367,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.683284483521154,,9.316715516478846,44.223354037519044,,,,,,,,,,,,,,,-2.3469387755102042,-4.591836734693878,3.400336603405001,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.689951275043738,,9.310048724956262,44.58920433914221,,,,,,,,,,,,,,,-2.142857142857143,-4.591836734693878,3.758168092354935,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.696469717422277,,9.303530282577723,44.95505464076538,,,,,,,,,,,,,,,-1.9387755102040813,-4.591836734693878,3.622646961483238,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.702788221125845,,9.297211778874155,45.32090494238854,,,,,,,,,,,,,,,-1.7346938775510203,-4.591836734693878,3.24692534274066,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.708858804322087,,9.291141195677913,45.68675524401171,,,,,,,,,,,,,,,-1.5306122448979593,-4.591836734693878,4.035237801854928,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.71463766473211,,9.28536233526789,46.052605545634876,,,,,,,,,,,,,,,-1.3265306122448979,-4.591836734693878,3.468655300220383,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.720085682255132,,9.279914317744868,46.41845584725803,,,,,,,,,,,,,,,-1.1224489795918364,-4.591836734693878,3.1526798927180915,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.72516884488492,,9.27483115511508,46.7843061488812,,,,,,,,,,,,,,,-0.9183673469387754,-4.591836734693878,3.1602538724812907,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.729858591943266,,9.270141408056734,47.15015645050437,,,,,,,,,,,,,,,-0.7142857142857144,-4.591836734693878,3.2844556508026175,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.734132070232912,,9.265867929767088,47.516006752127524,,,,,,,,,,,,,,,-0.5102040816326525,-4.591836734693878,3.3500588974281236,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.737972300331732,,9.262027699668268,47.88185705375069,,,,,,,,,,,,,,,-0.3061224489795915,-4.591836734693878,3.871401389101368,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.741368251880166,,9.258631748119834,48.24770735537386,,,,,,,,,,,,,,,-0.1020408163265305,-4.591836734693878,3.568701923538897,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.744314828325297,,9.255685171674703,48.61355765699702,,,,,,,,,,,,,,,0.1020408163265305,-4.591836734693878,3.231104272521121,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.746812763149393,,9.253187236850607,48.979407958620186,,,,,,,,,,,,,,,0.3061224489795915,-4.591836734693878,2.638867528100735,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.748868431102576,,9.251131568897424,49.345258260243355,,,,,,,,,,,,,,,0.5102040816326534,-4.591836734693878,4.013044821269005,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.750493579354846,,9.249506420645154,49.71110856186651,,,,,,,,,,,,,,,0.7142857142857144,-4.591836734693878,2.734641743844744,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.751704984761215,,9.248295015238785,50.07695886348968,,,,,,,,,,,,,,,0.9183673469387754,-4.591836734693878,3.7159917905037205,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.752524044576843,,9.247475955423157,50.44280916511285,,,,,,,,,,,,,,,1.1224489795918373,-4.591836734693878,3.7192782082916773,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.752976308951412,,9.247023691048588,50.808659466736,,,,,,,,,,,,,,,1.3265306122448983,-4.591836734693878,3.4526759618384437,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.753090964360558,,9.246909035639442,51.17450976835917,,,,,,,,,,,,,,,1.5306122448979593,-4.591836734693878,2.4327077930004877,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.752900277787191,,9.247099722212809,51.54036006998234,,,,,,,,,,,,,,,1.7346938775510203,-4.591836734693878,2.268210841000065,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.752439011939497,,9.247560988060503,51.906210371605496,,,,,,,,,,,,,,,1.9387755102040813,-4.591836734693878,2.4933145870767044,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.751743822080877,,9.248256177919123,52.272060673228665,,,,,,,,,,,,,,,2.1428571428571432,-4.591836734693878,2.680773098882993,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.750852645148033,,9.249147354851967,52.637910974851835,,,,,,,,,,,,,,,2.3469387755102042,-4.591836734693878,3.1864042461334727,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.749804091747736,,9.250195908252264,53.00376127647499,,,,,,,,,,,,,,,2.5510204081632653,-4.591836734693878,2.8426073034113037,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.748636851353863,,9.251363148646137,53.36961157809816,,,,,,,,,,,,,,,2.755102040816327,-4.591836734693878,1.7033830703774693,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.747389120580138,,9.252610879419862,53.73546187972133,,,,,,,,,,,,,,,2.959183673469388,-4.591836734693878,2.4658284369296153,,,,,,,,
